individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
45;46;47;48;48;48;47;47;47;48;48;44;48;48;46;46;41;46;48;47;47;47;48;48;45;42;49;47;48;48;47;47;48;48;46;46;48;42;49;48;47;48;43;45;44;45;48;47;46;47;45;41;47;47;45;45;48;49;46;47;41;48;47;42;48;48;41;46;44;48;48;47;46;45;46;46;41;41;48;49;46;47;45;43;49;45;46;47;41;46;48;46;47;46;47;47;47;48;46;46
44;46;48;48;48;47;47;46;49;48;46;46;43;45;48;46;47;47;47;46;41;48;42;45;47;47;45;48;48;41;47;47;47;48;47;47;44;45;48;47;48;46;48;41;46;46;48;48;48;41;47;48;47;46;47;47;48;48;48;47;47;45;47;47;49;41;47;47;48;46;45;48;48;45;39;46;45;46;49;47;48;48;47;49;46;41;47;46;45;47;47;47;46;47;41;48;48;48;46;38
48;47;47;47;48;47;47;46;48;41;48;47;49;48;47;47;48;46;47;41;41;48;49;48;48;47;48;44;48;45;46;47;48;47;46;42;48;47;48;47;48;47;45;47;44;46;48;47;46;42;47;45;46;48;48;46;44;48;48;48;46;45;48;48;46;48;47;48;48;46;45;45;47;46;47;47;41;43;47;48;46;46;47;48;47;38;48;48;46;47;45;44;47;48;46;48;47;48;49;47
46;49;47;48;48;47;47;47;48;48;41;48;47;48;48;47;48;45;47;46;43;46;43;44;46;48;48;48;48;48;46;47;42;47;47;46;47;47;47;46;47;41;48;46;43;45;44;45;48;48;48;48;46;47;46;47;47;48;41;48;46;47;45;48;46;47;45;43;48;48;47;46;46;46;48;49;45;47;47;46;48;47;47;46;47;46;48;48;48;46;45;46;48;45;38;48;48;48;44;48
46;46;46;49;47;47;47;48;41;48;49;41;49;48;46;49;48;46;48;47;48;48;45;41;48;46;47;46;49;47;48;44;47;48;43;46;47;46;48;48;47;41;47;46;41;48;41;48;46;47;47;47;48;44;42;44;44;44;47;47;47;41;47;46;48;41;48;41;49;49;48;45;49;49;48;47;48;46;47;48;46;41;44;41;49;48;48;48;46;46;48;47;45;47;47;46;45;48;47;47
46;46;46;48;38;41;47;46;48;47;47;46;46;41;48;48;46;48;42;46;46;48;45;46;49;48;46;48;48;47;44;47;47;47;47;49;46;47;43;47;48;47;48;46;48;41;45;48;46;47;45;48;41;46;47;48;48;44;46;47;44;45;47;47;46;49;41;47;48;48;48;48;48;47;48;41;46;48;48;46;46;48;47;46;45;42;43;46;43;44;46;48;46;47;48;47;47;48;48;47
46;47;46;47;43;46;47;48;44;45;46;45;48;47;46;47;38;48;47;48;44;48;45;46;46;48;47;47;42;43;48;48;41;48;47;41;48;47;46;47;46;41;47;47;48;48;47;48;47;46;44;44;47;47;41;48;43;46;48;47;45;47;47;41;47;47;41;44;48;47;46;47;47;48;44;47;45;46;49;47;48;47;48;46;48;48;47;48;48;48;43;43;47;46;47;47;48;48;47;49
48;47;44;44;41;49;49;47;47;46;47;47;49;46;47;47;41;41;47;48;46;47;46;47;47;45;47;48;48;48;48;48;45;47;44;44;47;47;48;41;41;41;48;46;41;48;41;47;47;45;48;47;47;47;48;48;46;47;47;48;41;45;43;46;48;46;41;41;47;48;46;46;46;46;47;48;45;45;47;47;47;41;41;47;43;45;46;45;48;48;46;40;46;45;45;46;48;48;48;46
47;48;44;47;48;47;47;47;47;46;47;48;46;48;46;46;47;41;48;48;49;48;47;45;45;46;45;48;41;47;48;41;48;47;46;45;48;48;45;47;48;48;47;47;48;44;46;46;47;48;46;48;47;47;45;48;45;48;45;48;49;47;48;47;47;48;45;44;45;42;47;47;46;46;47;48;46;48;48;47;48;45;48;47;48;47;48;46;48;48;47;46;46;48;46;47;47;48;41;47
48;41;47;47;47;46;46;46;41;48;47;45;47;46;47;47;46;48;48;48;46;48;45;44;48;47;45;48;46;48;45;44;48;47;44;47;48;48;48;41;46;47;48;49;47;47;48;47;46;48;47;48;48;47;47;47;47;47;48;47;48;48;45;45;48;49;48;45;46;48;48;47;43;43;48;48;49;48;48;47;48;48;48;48;47;47;48;46;47;42;48;47;44;44;45;48;47;41;46;46
48;48;48;47;47;48;48;48;48;48;48;47;46;46;46;41;46;47;48;47;38;47;47;48;47;48;42;47;48;41;48;47;47;48;47;48;47;48;48;46;47;48;46;48;47;47;47;41;48;47;48;48;47;48;47;47;44;44;45;48;48;45;48;48;47;48;47;47;45;47;48;48;44;47;46;43;45;47;48;47;48;48;48;48;48;47;46;47;48;47;48;41;47;47;47;47;44;45;47;48
48;44;48;48;46;47;47;47;48;48;47;47;46;46;47;46;46;46;49;45;47;48;45;48;47;48;46;44;48;45;45;47;48;48;48;48;48;48;48;47;47;48;48;47;48;46;46;47;46;46;46;45;48;48;48;47;46;48;46;45;48;48;48;47;47;48;47;48;48;47;48;48;48;48;48;48;46;48;48;41;46;47;48;47;44;44;48;38;45;49;47;49;48;47;41;41;46;47;47;48
48;46;45;43;48;48;46;46;46;47;41;46;47;41;46;43;44;44;49;46;46;46;48;48;46;48;47;45;47;49;47;48;48;48;41;47;46;46;47;48;41;47;48;47;48;47;48;46;47;42;47;45;47;48;45;42;47;46;48;45;48;48;44;43;48;48;48;47;44;42;45;47;47;47;48;48;48;48;47;47;48;47;48;44;47;44;48;46;47;44;48;41;48;48;47;48;45;45;45;46
47;48;46;45;47;47;46;49;44;44;48;45;46;47;49;49;48;45;47;47;47;46;48;48;45;46;44;47;48;47;45;44;45;46;47;47;48;47;46;48;46;49;41;44;46;48;48;48;48;46;48;47;48;47;46;43;45;46;48;41;47;47;41;48;48;47;47;47;48;41;42;44;47;48;43;45;44;47;47;47;48;48;47;47;46;46;44;48;48;48;47;47;41;44;41;48;47;48;47;44
47;47;46;47;48;48;46;47;48;48;47;48;46;47;46;45;41;48;48;41;41;47;48;46;46;47;48;46;47;49;48;44;48;47;47;41;48;47;45;47;47;47;47;47;48;48;45;47;47;47;47;41;45;41;47;46;47;48;45;47;46;46;47;41;47;48;45;41;47;41;47;47;47;48;41;47;48;47;48;48;47;47;48;47;41;41;45;46;47;47;48;48;45;48;41;47;48;48;41;48
41;48;48;41;46;41;46;46;41;46;48;46;48;48;45;45;47;47;47;47;47;48;47;47;47;48;48;47;48;48;48;47;46;48;47;48;43;44;48;47;47;48;45;47;41;47;44;41;48;48;47;41;40;39;45;47;48;46;48;45;46;45;48;47;48;47;48;48;48;46;38;41;48;47;46;47;47;47;47;48;43;42;41;48;48;48;47;46;46;46;47;44;48;48;48;47;47;47;47;47
48;48;43;45;48;46;46;48;48;47;47;47;48;46;48;48;44;45;47;47;48;46;48;48;46;47;46;48;41;46;47;46;46;47;46;47;47;46;45;43;47;46;48;48;48;48;48;48;48;47;47;47;48;49;48;46;48;46;46;48;45;48;46;47;48;48;46;46;48;47;47;47;41;46;48;46;47;47;48;41;47;45;48;47;48;47;47;48;47;47;46;47;48;47;48;41;48;48;47;48
48;41;48;48;47;46;41;41;41;41;48;48;48;48;48;45;44;46;47;47;48;48;44;48;48;47;47;47;48;46;48;48;48;47;46;47;47;47;48;48;46;49;46;48;47;47;47;41;47;48;46;47;47;47;48;47;46;48;47;44;46;47;48;46;48;47;45;41;48;48;48;49;46;47;46;47;48;48;44;45;45;45;48;46;48;44;48;48;48;48;47;46;47;46;48;49;47;48;48;45
41;48;47;47;47;48;47;46;41;47;48;47;44;45;46;47;47;47;48;41;47;47;44;41;48;47;48;48;47;47;44;43;47;46;47;48;45;48;48;48;41;48;48;41;17;48;47;48;48;48;48;47;46;47;45;48;48;41;47;47;48;45;47;47;46;46;44;47;41;48;48;47;49;47;48;48;46;43;47;48;48;48;47;48;45;48;49;45;48;48;48;48;41;41;48;47;47;49;48;47
47;47;46;42;48;48;47;48;46;43;41;49;47;48;49;48;48;45;45;47;45;47;47;47;48;45;48;48;46;43;47;43;49;48;48;48;46;45;48;46;48;45;48;47;46;47;48;48;47;48;48;44;45;41;45;44;48;48;45;47;48;48;47;47;47;48;47;47;46;42;47;48;47;48;48;48;48;41;48;45;47;46;43;46;45;48;47;47;48;48;47;47;48;47;45;45;46;47;44;44
41;44;47;47;48;48;46;45;48;47;48;47;48;46;48;47;45;46;41;48;47;45;49;47;47;47;47;47;48;46;41;47;48;48;48;47;47;48;47;47;48;48;47;47;45;44;48;47;48;48;47;47;48;48;46;45;47;47;41;45;48;48;45;43;48;48;46;47;46;45;48;48;47;48;47;47;46;46;41;45;48;47;44;46;47;48;45;47;49;48;47;46;48;41;48;49;47;46;47;47
48;47;43;45;46;45;48;48;47;47;48;46;47;47;48;48;48;46;46;48;46;42;47;48;48;47;47;47;47;47;41;48;46;46;48;48;47;47;48;46;47;48;48;49;48;46;49;48;46;43;48;41;48;48;47;47;48;49;48;48;48;47;45;47;47;48;46;47;48;48;47;47;47;48;48;48;47;47;44;47;48;47;47;48;49;47;47;48;48;48;48;47;47;49;41;45;47;49;48;48
42;47;46;45;47;45;48;48;46;44;47;45;48;47;47;42;48;48;48;48;48;48;41;48;41;46;46;46;48;48;48;48;48;48;48;45;48;48;47;45;48;45;48;48;48;48;48;48;48;48;47;42;48;46;47;42;41;48;47;47;45;47;47;41;47;46;45;43;48;47;45;47;48;48;48;48;46;45;48;45;47;41;48;47;41;48;47;46;47;48;46;48;48;46;44;45;48;47;48;48
47;48;48;46;46;47;47;48;48;48;48;48;46;45;46;48;47;47;48;48;45;48;47;41;47;48;46;47;46;47;46;45;47;47;47;47;48;48;48;45;48;48;47;47;47;48;47;48;41;41;49;47;49;46;49;48;46;47;41;44;43;43;48;47;44;44;48;47;48;48;46;47;45;41;47;47;48;46;47;47;46;48;47;48;48;47;47;48;45;49;47;47;48;45;48;46;47;48;47;45
47;47;46;47;45;47;48;48;48;47;47;46;43;45;47;41;47;48;48;46;48;48;47;47;47;48;48;46;48;48;48;47;47;45;44;46;45;47;41;46;47;45;44;42;46;47;47;47;41;41;41;41;48;47;41;47;46;45;46;46;47;41;45;48;46;45;45;46;48;45;41;46;48;48;44;43;48;48;48;47;47;47;46;47;47;45;46;47;48;48;45;46;41;48;48;48;47;48;46;41
45;46;48;41;45;43;44;48;47;47;48;46;47;48;48;48;48;46;48;47;47;47;48;48;47;48;47;48;47;47;48;48;47;48;47;47;41;48;48;49;48;48;43;44;48;46;45;47;48;48;46;47;42;44;48;46;47;48;47;48;45;42;46;47;49;48;47;48;48;46;46;46;41;48;48;48;47;46;45;47;46;46;47;46;48;46;48;48;47;47;46;47;47;47;47;47;47;46;48;47
47;47;47;46;47;46;44;49;48;48;46;43;48;48;48;47;46;48;48;41;48;47;41;48;48;48;46;41;47;47;48;48;48;46;48;47;48;48;49;48;45;46;48;41;44;42;48;47;44;48;47;48;47;47;45;44;48;48;48;48;46;41;48;44;48;48;47;48;48;47;47;47;44;46;46;45;47;47;47;47;46;41;48;48;48;48;46;48;46;48;48;48;48;48;47;48;48;45;48;48
48;48;48;46;46;47;47;47;48;47;48;46;47;47;9;48;41;48;48;45;47;45;48;45;46;48;47;45;46;44;43;43;48;47;48;46;47;48;46;46;47;47;47;48;46;49;47;48;47;47;48;48;47;46;48;48;48;48;47;47;47;47;47;46;48;46;48;48;48;48;47;48;41;47;45;42;46;48;47;48;48;47;48;47;41;44;48;46;48;48;46;48;41;46;44;41;45;48;46;45
49;47;45;45;47;48;47;45;48;48;41;48;48;46;46;47;46;46;44;48;47;47;46;46;48;47;48;48;46;46;48;48;41;41;48;48;48;49;42;47;45;45;48;47;49;48;46;47;48;48;45;44;46;41;47;46;44;41;47;47;48;47;44;48;47;48;47;48;47;48;48;48;47;48;48;47;48;47;47;47;47;48;45;47;47;46;48;47;42;47;48;49;48;48;49;47;47;46;47;48
48;47;47;48;45;49;48;48;48;46;48;46;48;48;47;47;43;45;47;47;48;48;49;48;47;48;48;48;48;48;47;46;47;47;46;46;46;48;46;46;47;48;48;47;44;48;45;46;48;48;48;47;47;47;48;41;48;41;46;46;46;48;47;48;48;46;48;48;47;46;48;48;48;48;48;48;48;46;48;48;43;46;48;47;48;41;46;48;46;47;45;48;46;43;47;47;46;45;46;46
48;48;48;48;47;46;47;45;47;48;48;48;48;46;47;48;48;48;48;47;48;48;48;47;46;48;41;48;48;44;49;47;48;47;47;48;48;47;46;49;48;48;48;41;48;46;45;48;47;48;48;48;41;47;48;46;48;45;46;43;47;46;48;47;48;47;47;48;48;45;48;48;46;46;44;47;48;48;47;46;47;48;48;48;46;47;41;45;41;47;47;47;41;45;44;46;41;48;47;41
48;46;47;47;48;46;46;46;48;48;48;47;48;47;48;41;48;48;45;48;48;46;45;46;48;47;48;41;47;45;41;48;45;48;47;42;44;43;41;48;47;46;47;46;44;47;48;48;47;41;41;48;48;47;46;44;48;27;48;47;46;43;48;45;48;48;48;46;48;47;44;45;48;45;48;48;48;48;48;47;48;46;47;45;41;47;46;46;47;47;47;46;48;48;47;48;48;45;48;47
47;48;48;48;41;48;46;47;47;48;45;47;48;47;45;46;44;45;48;49;48;47;46;44;48;47;46;47;48;47;48;48;47;47;48;48;46;46;49;46;48;47;48;46;41;11;48;48;47;48;47;49;45;47;48;47;47;45;41;46;45;47;48;48;48;48;47;46;41;45;46;48;48;41;47;47;45;42;45;41;48;45;41;46;48;45;48;46;48;47;48;47;44;48;47;48;47;45;47;48
47;46;45;47;49;48;48;48;47;47;44;45;48;49;47;47;48;44;45;48;47;43;48;48;41;47;48;47;42;45;43;45;48;41;48;47;48;46;45;45;43;45;48;48;48;47;48;48;46;48;48;48;48;48;44;48;49;46;46;47;46;43;41;48;47;48;47;48;48;48;48;47;48;44;47;41;48;48;45;46;47;49;48;48;46;45;47;41;48;46;47;48;48;44;46;46;47;47;42;47
46;48;48;48;48;47;48;47;43;46;48;45;48;47;48;47;46;48;48;47;48;47;48;48;45;46;47;47;45;48;42;44;46;47;47;48;48;47;48;47;47;47;47;48;48;48;47;47;47;48;48;48;48;49;45;49;47;47;27;48;47;48;48;45;48;41;48;47;46;47;47;47;42;46;48;48;46;46;48;41;47;46;45;48;46;48;48;48;48;48;48;46;48;48;45;47;47;47;47;47
47;46;47;46;47;46;44;44;43;46;44;48;44;43;47;48;41;48;48;48;47;48;47;48;49;44;48;48;43;46;47;48;47;42;45;47;48;48;46;47;48;45;48;45;48;46;48;48;45;46;47;48;47;47;47;48;47;48;46;47;48;45;48;48;47;48;48;48;47;46;47;47;41;46;46;47;41;41;47;44;48;48;47;45;47;45;48;47;47;47;47;46;48;47;41;47;46;46;46;47
43;46;47;42;47;48;48;47;47;48;47;46;47;47;47;47;41;48;46;46;41;47;41;41;47;45;48;48;42;47;47;48;48;46;48;48;45;44;47;48;48;47;48;46;46;48;48;47;48;48;45;48;47;47;48;48;47;48;48;48;48;48;48;45;46;41;43;45;48;47;47;46;48;48;46;47;48;41;48;41;46;48;46;46;46;47;47;48;46;47;48;48;47;44;46;46;47;48;47;48
44;42;47;45;46;47;48;47;48;48;48;45;44;44;48;47;45;48;48;48;47;48;41;48;48;47;41;48;47;47;48;48;48;46;46;47;48;47;47;48;46;46;45;45;48;46;47;46;48;48;48;48;46;47;46;47;47;47;41;46;46;42;48;48;45;48;47;48;49;47;46;47;48;47;41;45;48;48;48;47;48;48;46;47;41;48;48;48;48;48;45;48;44;45;48;48;47;48;48;48
41;48;48;46;48;48;47;48;47;47;48;48;46;48;46;47;47;41;47;47;48;48;47;47;47;45;48;46;45;48;46;48;41;48;47;48;49;47;47;48;48;48;46;46;46;46;46;47;47;45;48;47;47;45;47;47;48;42;48;48;46;46;47;46;45;47;48;47;47;48;41;48;48;48;47;46;44;48;45;45;48;48;45;44;48;48;48;47;46;48;48;47;48;48;48;48;42;47;46;46
48;48;47;48;47;48;48;47;41;48;48;46;48;48;48;48;48;47;41;48;46;47;44;45;46;46;48;48;48;49;48;41;48;48;48;41;48;48;47;46;48;47;41;48;47;48;47;47;47;48;47;47;47;47;48;47;42;44;47;48;45;48;41;41;44;43;49;48;48;47;48;48;44;43;47;48;48;46;48;48;46;46;47;43;47;48;47;48;44;48;46;41;48;48;47;48;48;48;48;46
43;46;45;44;47;47;47;45;48;41;48;45;47;47;47;48;45;44;47;48;47;42;48;47;46;47;47;46;48;48;46;48;48;47;48;48;47;48;46;47;47;46;48;44;46;47;46;44;47;48;46;41;48;47;46;43;41;48;47;48;45;41;48;48;48;41;48;48;48;48;46;46;46;47;48;48;41;46;41;48;48;41;46;42;47;47;48;48;48;47;44;46;44;47;44;44;45;47;47;48
48;48;47;47;47;46;45;44;47;48;47;42;48;41;47;42;48;46;48;48;41;45;42;47;47;48;46;46;47;47;48;48;41;48;42;46;48;48;48;48;45;48;47;48;48;48;48;47;46;47;46;48;48;47;48;48;47;48;46;47;48;48;48;46;49;47;47;47;48;48;48;48;47;47;48;48;48;48;41;41;48;49;47;48;45;46;47;46;48;47;48;48;48;47;46;47;48;48;48;48
48;41;48;48;48;47;46;48;41;48;48;49;48;48;48;47;46;41;47;48;48;45;48;47;47;48;41;48;14;48;46;45;48;48;46;47;41;48;47;42;47;48;47;48;47;46;48;47;48;48;47;47;48;47;48;47;48;44;48;46;46;47;48;48;46;45;46;46;48;48;47;48;47;47;48;47;48;48;47;48;48;47;41;48;48;46;48;47;46;41;48;47;48;47;44;45;48;48;48;41
48;47;42;48;47;48;44;47;48;48;48;48;48;47;47;41;47;48;45;47;48;48;48;48;48;48;47;45;43;46;48;48;48;48;48;47;47;48;48;48;47;48;47;46;47;48;48;47;47;47;48;46;47;48;48;47;48;47;47;47;48;48;47;47;47;48;48;46;48;48;46;48;46;49;48;48;48;48;47;46;48;47;48;41;41;48;47;41;48;48;46;48;48;48;47;48;48;47;47;48
48;48;45;47;47;47;48;48;48;47;47;48;48;47;48;48;47;48;48;48;48;47;48;49;44;41;45;48;47;45;46;46;49;48;48;47;47;48;48;46;44;44;48;48;46;48;48;48;47;48;47;48;44;45;48;48;46;48;48;47;47;44;48;48;48;47;45;44;48;47;45;46;48;47;48;46;48;49;44;48;48;41;48;46;48;48;41;48;47;48;48;47;48;46;47;47;47;46;46;47
48;47;48;48;45;47;48;48;44;41;47;45;48;48;48;48;48;48;48;47;47;47;49;48;47;47;47;47;48;47;47;48;48;47;45;46;48;47;48;49;45;48;48;48;46;44;48;44;47;42;48;48;47;46;46;44;46;48;47;48;48;48;47;48;46;46;46;47;48;48;48;46;47;46;47;46;48;47;47;47;48;48;46;46;46;47;48;46;47;47;45;44;48;48;48;48;46;46;48;45
48;48;47;48;48;48;47;41;48;41;46;46;47;47;42;47;45;48;47;48;46;48;48;48;46;47;46;46;48;48;46;46;47;46;48;48;48;47;47;46;48;47;48;48;46;48;48;48;47;45;48;48;41;41;46;47;48;48;45;48;45;48;45;47;47;48;48;48;48;47;45;48;48;48;48;47;42;45;47;46;47;48;47;46;47;47;48;48;45;45;47;48;48;48;48;48;45;47;48;48
48;48;48;48;46;42;48;48;41;48;48;47;48;46;42;48;47;47;48;44;46;48;48;48;46;47;46;47;46;47;47;47;48;48;41;48;48;47;47;48;48;45;47;46;43;46;48;46;48;48;41;48;48;48;48;46;48;48;48;48;45;43;48;46;48;48;47;47;48;47;47;48;48;48;48;48;47;47;48;48;46;44;47;47;47;48;47;48;46;45;46;46;45;41;47;48;41;48;48;48
43;46;47;42;48;48;47;47;48;45;48;48;48;48;48;47;48;48;45;47;45;48;48;46;47;46;48;48;48;47;42;44;48;45;43;45;48;48;47;47;48;48;48;48;48;46;47;48;47;46;43;46;48;48;47;47;48;48;48;48;47;45;48;49;48;46;48;48;47;47;45;47;45;44;47;47;47;47;48;47;48;48;48;47;48;47;48;44;47;47;48;48;48;48;48;47;48;48;48;42
48;48;45;47;43;46;48;48;48;48;48;48;45;46;48;47;48;48;48;48;48;48;48;48;48;41;46;48;41;48;48;45;48;46;45;48;48;46;48;47;45;48;48;47;47;42;46;46;47;47;48;48;46;47;47;48;48;48;47;45;48;47;48;48;47;48;47;41;48;47;46;48;48;48;47;48;43;46;48;48;46;48;48;47;46;46;48;46;48;47;46;48;48;46;48;44;46;45;45;45
